Date,Adj Close
2017-01-03,753.6699829101562
2017-01-04,757.1799926757812
2017-01-05,780.4500122070312
2017-01-06,795.989990234375
2017-01-09,796.9199829101562
2017-01-10,795.9000244140625
2017-01-11,799.02001953125
2017-01-12,813.6400146484375
2017-01-13,817.1400146484375
2017-01-17,809.719970703125
2017-01-18,807.47998046875
2017-01-19,809.0399780273438
2017-01-20,808.3300170898438
2017-01-23,817.8800048828125
2017-01-24,822.4400024414062
2017-01-25,836.52001953125
2017-01-26,839.1500244140625
2017-01-27,835.77001953125
2017-01-30,830.3800048828125
2017-01-31,823.47998046875
2017-02-01,832.3499755859375
2017-02-02,839.9500122070312
2017-02-03,810.2000122070312
2017-02-06,807.6400146484375
2017-02-07,812.5
2017-02-08,819.7100219726562
2017-02-09,821.3599853515625
2017-02-10,827.4600219726562
2017-02-13,836.530029296875
2017-02-14,836.3900146484375
2017-02-15,842.7000122070312
2017-02-16,844.1400146484375
2017-02-17,845.0700073242188
2017-02-21,856.4400024414062
2017-02-22,855.6099853515625
2017-02-23,852.1900024414062
2017-02-24,845.239990234375
2017-02-27,848.6400146484375
2017-02-28,845.0399780273438
2017-03-01,853.0800170898438
2017-03-02,848.9099731445312
2017-03-03,849.8800048828125
2017-03-06,846.6099853515625
2017-03-07,846.02001953125
2017-03-08,850.5
2017-03-09,853.0
2017-03-10,852.4600219726562
2017-03-13,854.5900268554688
2017-03-14,852.530029296875
2017-03-15,852.969970703125
2017-03-16,853.4199829101562
2017-03-17,852.3099975585938
2017-03-20,856.969970703125
2017-03-21,843.2000122070312
2017-03-22,848.0599975585938
2017-03-23,847.3800048828125
2017-03-24,845.6099853515625
2017-03-27,846.8200073242188
2017-03-28,856.0
2017-03-29,874.3200073242188
2017-03-30,876.3400268554688
2017-03-31,886.5399780273438
2017-04-03,891.510009765625
2017-04-04,906.8300170898438
2017-04-05,909.280029296875
2017-04-06,898.280029296875
2017-04-07,894.8800048828125
2017-04-10,907.0399780273438
2017-04-11,902.3599853515625
2017-04-12,896.22998046875
2017-04-13,884.6699829101562
2017-04-17,901.989990234375
2017-04-18,903.780029296875
2017-04-19,899.2000122070312
2017-04-20,902.0599975585938
2017-04-21,898.530029296875
2017-04-24,907.4099731445312
2017-04-25,907.6199951171875
2017-04-26,909.2899780273438
2017-04-27,918.3800048828125
2017-04-28,924.989990234375
2017-05-01,948.22998046875
2017-05-02,946.9400024414062
2017-05-03,941.030029296875
2017-05-04,937.530029296875
2017-05-05,934.1500244140625
2017-05-08,949.0399780273438
2017-05-09,952.8200073242188
2017-05-10,948.9500122070312
2017-05-11,947.6199951171875
2017-05-12,961.3499755859375
2017-05-15,957.969970703125
2017-05-16,966.0700073242188
2017-05-17,944.760009765625
2017-05-18,958.489990234375
2017-05-19,959.8400268554688
2017-05-22,970.6699829101562
2017-05-23,971.5399780273438
2017-05-24,980.3499755859375
2017-05-25,993.3800048828125
2017-05-26,995.780029296875
2017-05-30,996.7000122070312
2017-05-31,994.6199951171875
2017-06-01,995.9500122070312
2017-06-02,1006.72998046875
2017-06-05,1011.3400268554688
2017-06-06,1003.0
2017-06-07,1010.0700073242188
2017-06-08,1010.27001953125
2017-06-09,978.3099975585938
2017-06-12,964.9099731445312
2017-06-13,980.7899780273438
2017-06-14,976.469970703125
2017-06-15,964.1699829101562
2017-06-16,987.7100219726562
2017-06-19,995.1699829101562
2017-06-20,992.5900268554688
2017-06-21,1002.22998046875
2017-06-22,1001.2999877929688
2017-06-23,1003.739990234375
2017-06-26,993.97998046875
2017-06-27,976.780029296875
2017-06-28,990.3300170898438
2017-06-29,975.9299926757812
2017-06-30,968.0
2017-07-03,953.6599731445312
2017-07-05,971.4000244140625
2017-07-06,965.1400146484375
2017-07-07,978.760009765625
2017-07-10,996.469970703125
2017-07-11,994.1300048828125
2017-07-12,1006.510009765625
2017-07-13,1000.6300048828125
2017-07-14,1001.8099975585938
2017-07-17,1010.0399780273438
2017-07-18,1024.449951171875
2017-07-19,1026.8699951171875
2017-07-20,1028.699951171875
2017-07-21,1025.6700439453125
2017-07-24,1038.949951171875
2017-07-25,1039.8699951171875
2017-07-26,1052.800048828125
2017-07-27,1046.0
2017-07-28,1020.0399780273438
2017-07-31,987.780029296875
2017-08-01,996.1900024414062
2017-08-02,995.8900146484375
2017-08-03,986.9199829101562
2017-08-04,987.5800170898438
2017-08-07,992.27001953125
2017-08-08,989.8400268554688
2017-08-09,982.010009765625
2017-08-10,956.9199829101562
2017-08-11,967.989990234375
2017-08-14,983.2999877929688
2017-08-15,982.739990234375
2017-08-16,978.1799926757812
2017-08-17,960.5700073242188
2017-08-18,958.469970703125
2017-08-21,953.2899780273438
2017-08-22,966.9000244140625
2017-08-23,958.0
2017-08-24,952.4500122070312
2017-08-25,945.260009765625
2017-08-28,946.02001953125
2017-08-29,954.0599975585938
2017-08-30,967.5900268554688
2017-08-31,980.5999755859375
2017-09-01,978.25
2017-09-05,965.27001953125
2017-09-06,967.7999877929688
2017-09-07,979.469970703125
2017-09-08,965.9000244140625
2017-09-11,977.9600219726562
2017-09-12,982.5800170898438
2017-09-13,999.5999755859375
2017-09-14,992.2100219726562
2017-09-15,986.7899780273438
2017-09-18,974.1900024414062
2017-09-19,969.8599853515625
2017-09-20,973.2100219726562
2017-09-21,964.6500244140625
2017-09-22,955.0999755859375
2017-09-25,939.7899780273438
2017-09-26,938.5999755859375
2017-09-27,950.8699951171875
2017-09-28,956.4000244140625
2017-09-29,961.3499755859375
2017-10-02,959.1900024414062
2017-10-03,957.0999755859375
2017-10-04,965.4500122070312
2017-10-05,980.8499755859375
2017-10-06,989.5800170898438
2017-10-09,990.989990234375
2017-10-10,987.2000122070312
2017-10-11,995.0
2017-10-12,1000.9299926757812
2017-10-13,1002.9400024414062
2017-10-16,1006.3400268554688
2017-10-17,1009.1300048828125
2017-10-18,997.0
2017-10-19,986.6099853515625
2017-10-20,982.9099731445312
2017-10-23,966.2999877929688
2017-10-24,975.9000244140625
2017-10-25,972.9099731445312
2017-10-26,972.4299926757812
2017-10-27,1100.949951171875
2017-10-30,1110.8499755859375
2017-10-31,1105.280029296875
2017-11-01,1103.6800537109375
2017-11-02,1094.219970703125
2017-11-03,1111.5999755859375
2017-11-06,1120.6600341796875
2017-11-07,1123.1700439453125
2017-11-08,1132.8800048828125
2017-11-09,1129.1300048828125
2017-11-10,1125.3499755859375
2017-11-13,1129.1700439453125
2017-11-14,1136.8399658203125
2017-11-15,1126.68994140625
2017-11-16,1137.2900390625
2017-11-17,1129.8800048828125
2017-11-20,1126.31005859375
2017-11-21,1139.489990234375
2017-11-22,1156.1600341796875
2017-11-24,1186.0
2017-11-27,1195.8299560546875
2017-11-28,1193.5999755859375
2017-11-29,1161.27001953125
2017-11-30,1176.75
2017-12-01,1162.3499755859375
2017-12-04,1133.949951171875
2017-12-05,1141.5699462890625
2017-12-06,1152.3499755859375
2017-12-07,1159.7900390625
2017-12-08,1162.0
2017-12-11,1168.9200439453125
2017-12-12,1165.0799560546875
2017-12-13,1164.1300048828125
2017-12-14,1174.260009765625
2017-12-15,1179.1400146484375
2017-12-18,1190.5799560546875
2017-12-19,1187.3800048828125
2017-12-20,1177.6199951171875
2017-12-21,1174.760009765625
2017-12-22,1168.3599853515625
2017-12-26,1176.760009765625
2017-12-27,1182.260009765625
2017-12-28,1186.0999755859375
2017-12-29,1169.469970703125
2018-01-02,1189.010009765625
2018-01-03,1204.199951171875
2018-01-04,1209.5899658203125
2018-01-05,1229.1400146484375
2018-01-08,1246.8699951171875
2018-01-09,1252.699951171875
2018-01-10,1254.3299560546875
2018-01-11,1276.6800537109375
2018-01-12,1305.199951171875
2018-01-16,1304.8599853515625
2018-01-17,1295.0
2018-01-18,1293.3199462890625
2018-01-19,1294.5799560546875
2018-01-22,1327.31005859375
2018-01-23,1362.5400390625
2018-01-24,1357.510009765625
2018-01-25,1377.949951171875
2018-01-26,1402.050048828125
2018-01-29,1417.6800537109375
2018-01-30,1437.8199462890625
2018-01-31,1450.8900146484375
2018-02-01,1390.0
2018-02-02,1429.949951171875
2018-02-05,1390.0
2018-02-06,1442.8399658203125
2018-02-07,1416.780029296875
2018-02-08,1350.5
2018-02-09,1339.5999755859375
2018-02-12,1386.22998046875
2018-02-13,1414.510009765625
2018-02-14,1451.050048828125
2018-02-15,1461.760009765625
2018-02-16,1448.68994140625
2018-02-20,1468.3499755859375
2018-02-21,1482.9200439453125
2018-02-22,1485.3399658203125
2018-02-23,1500.0
2018-02-26,1521.949951171875
2018-02-27,1511.97998046875
2018-02-28,1512.449951171875
2018-03-01,1493.449951171875
2018-03-02,1500.25
2018-03-05,1523.6099853515625
2018-03-06,1537.6400146484375
2018-03-07,1545.0
2018-03-08,1551.8599853515625
2018-03-09,1578.8900146484375
