Date,High,Low,Open,Close,Volume,Adj Close
2017-01-03 00:00:00,220.3300018310547,210.9600067138672,214.86000061035156,216.99000549316406,5923300.0,216.99000549316406
2017-01-04 00:00:00,228.0,214.30999755859375,214.75,226.99000549316406,11213500.0,226.99000549316406
2017-01-05 00:00:00,227.47999572753906,221.9499969482422,226.4199981689453,226.75,5911700.0,226.75
2017-01-06 00:00:00,230.30999755859375,225.4499969482422,226.92999267578125,229.00999450683594,5527900.0,229.00999450683594
2017-01-09 00:00:00,231.9199981689453,228.0,228.97000122070312,231.27999877929688,3979500.0,231.27999877929688
2017-01-10 00:00:00,232.0,226.88999938964844,232.0,229.8699951171875,3660000.0,229.8699951171875
2017-01-11 00:00:00,229.97999572753906,226.67999267578125,229.07000732421875,229.72999572753906,3650800.0,229.72999572753906
2017-01-12 00:00:00,230.6999969482422,225.5800018310547,229.05999755859375,229.58999633789062,3790200.0,229.58999633789062
2017-01-13 00:00:00,237.85000610351562,229.58999633789062,230.0,237.75,6093000.0,237.75
2017-01-17 00:00:00,239.9600067138672,234.3699951171875,236.6999969482422,235.5800018310547,4617500.0,235.5800018310547
2017-01-18 00:00:00,239.7100067138672,235.5800018310547,236.64999389648438,238.36000061035156,3769000.0,238.36000061035156
2017-01-19 00:00:00,248.67999267578125,240.75,247.25,243.75999450683594,7732300.0,243.75999450683594
2017-01-20 00:00:00,246.0,243.00999450683594,245.4600067138672,244.72999572753906,4204300.0,244.72999572753906
2017-01-23 00:00:00,250.88999938964844,245.5,245.85000610351562,248.9199981689453,6262900.0,248.9199981689453
2017-01-24 00:00:00,254.8000030517578,249.64999389648438,250.0,254.61000061035156,4965500.0,254.61000061035156
2017-01-25 00:00:00,258.4599914550781,251.8000030517578,257.30999755859375,254.47000122070312,5142600.0,254.47000122070312
2017-01-26 00:00:00,255.74000549316406,250.75,254.2899932861328,252.50999450683594,3152100.0,252.50999450683594
2017-01-27 00:00:00,253.0,248.52000427246094,251.3800048828125,252.9499969482422,3166300.0,252.9499969482422
2017-01-30 00:00:00,255.2899932861328,247.10000610351562,252.52999877929688,250.6300048828125,3801100.0,250.6300048828125
2017-01-31 00:00:00,255.88999938964844,247.6999969482422,249.24000549316406,251.92999267578125,4116100.0,251.92999267578125
2017-02-01 00:00:00,253.1999969482422,249.0500030517578,253.0500030517578,249.24000549316406,3958800.0,249.24000549316406
2017-02-02 00:00:00,252.4199981689453,247.7100067138672,248.33999633789062,251.5500030517578,2499800.0,251.5500030517578
2017-02-03 00:00:00,252.17999267578125,249.67999267578125,251.91000366210938,251.3300018310547,2186700.0,251.3300018310547
2017-02-06 00:00:00,257.82000732421875,250.6300048828125,251.0,257.7699890136719,3562500.0,257.7699890136719
2017-02-07 00:00:00,260.0,256.4200134277344,258.19000244140625,257.4800109863281,4244800.0,257.4800109863281
2017-02-08 00:00:00,263.3599853515625,256.20001220703125,257.3500061035156,262.0799865722656,3933000.0,262.0799865722656
2017-02-09 00:00:00,271.17999267578125,266.1499938964844,266.25,269.20001220703125,7820200.0,269.20001220703125
2017-02-10 00:00:00,270.95001220703125,266.1099853515625,269.7900085449219,269.2300109863281,3619700.0,269.2300109863281
2017-02-13 00:00:00,280.7900085449219,270.510009765625,270.739990234375,280.6000061035156,7029600.0,280.6000061035156
2017-02-14 00:00:00,287.3900146484375,278.6099853515625,279.0299987792969,280.9800109863281,7345200.0,280.9800109863281
2017-02-15 00:00:00,282.239990234375,276.44000244140625,280.0,279.760009765625,4947900.0,279.760009765625
2017-02-16 00:00:00,280.0,268.5,277.6000061035156,268.95001220703125,7077300.0,268.95001220703125
2017-02-17 00:00:00,272.8900146484375,264.1499938964844,265.79998779296875,272.2300109863281,6257100.0,272.2300109863281
2017-02-21 00:00:00,281.3999938964844,274.010009765625,275.45001220703125,277.3900146484375,5676700.0,277.3900146484375
2017-02-22 00:00:00,283.45001220703125,272.6000061035156,280.30999755859375,273.510009765625,8755000.0,273.510009765625
2017-02-23 00:00:00,264.6600036621094,255.55999755859375,264.0,255.99000549316406,14915200.0,255.99000549316406
2017-02-24 00:00:00,258.25,250.1999969482422,252.66000366210938,257.0,8171600.0,257.0
2017-02-27 00:00:00,248.36000061035156,242.00999450683594,248.1699981689453,246.22999572753906,11460800.0,246.22999572753906
2017-02-28 00:00:00,251.0,243.89999389648438,244.19000244140625,249.99000549316406,6078100.0,249.99000549316406
2017-03-01 00:00:00,254.85000610351562,249.11000061035156,254.17999267578125,250.02000427246094,4809500.0,250.02000427246094
2017-03-02 00:00:00,253.27999877929688,248.27000427246094,249.7100067138672,250.47999572753906,3351800.0,250.47999572753906
2017-03-03 00:00:00,251.89999389648438,249.0,250.74000549316406,251.57000732421875,2919400.0,251.57000732421875
2017-03-06 00:00:00,251.6999969482422,247.50999450683594,247.91000366210938,251.2100067138672,3355500.0,251.2100067138672
2017-03-07 00:00:00,253.88999938964844,248.32000732421875,251.9199981689453,248.58999633789062,3459500.0,248.58999633789062
2017-03-08 00:00:00,250.07000732421875,245.32000732421875,247.0,246.8699951171875,3725200.0,246.8699951171875
2017-03-09 00:00:00,248.66000366210938,243.0,247.6300048828125,244.89999389648438,3879300.0,244.89999389648438
2017-03-10 00:00:00,246.5,243.0,246.2100067138672,243.69000244140625,3066300.0,243.69000244140625
2017-03-13 00:00:00,246.85000610351562,242.77999877929688,244.82000732421875,246.1699981689453,3022600.0,246.1699981689453
2017-03-14 00:00:00,258.1199951171875,246.02000427246094,246.11000061035156,258.0,7598400.0,258.0
2017-03-15 00:00:00,261.0,254.27000427246094,257.0,255.72999572753906,5330800.0,255.72999572753906
2017-03-16 00:00:00,265.75,259.05999755859375,262.3999938964844,262.04998779296875,7132200.0,262.04998779296875
2017-03-17 00:00:00,265.3299865722656,261.20001220703125,264.0,261.5,6497500.0,261.5
2017-03-20 00:00:00,264.54998779296875,258.82000732421875,260.6000061035156,261.9200134277344,3614300.0,261.9200134277344
2017-03-21 00:00:00,264.79998779296875,250.24000549316406,262.8299865722656,250.67999267578125,6908600.0,250.67999267578125
2017-03-22 00:00:00,255.07000732421875,250.50999450683594,251.55999755859375,255.00999450683594,4059300.0,255.00999450683594
2017-03-23 00:00:00,257.6700134277344,253.3000030517578,255.38999938964844,254.77999877929688,3320200.0,254.77999877929688
2017-03-24 00:00:00,263.8900146484375,255.00999450683594,255.6999969482422,263.1600036621094,5647300.0,263.1600036621094
2017-03-27 00:00:00,270.57000732421875,259.75,260.6000061035156,270.2200012207031,6230800.0,270.2200012207031
2017-03-28 00:00:00,280.67999267578125,275.0,277.0199890136719,277.45001220703125,7987600.0,277.45001220703125
2017-03-29 00:00:00,279.6000061035156,275.5400085449219,278.3399963378906,277.3800048828125,3676200.0,277.3800048828125
2017-03-30 00:00:00,282.0,277.2099914550781,278.0400085449219,277.9200134277344,4148400.0,277.9200134277344
2017-03-31 00:00:00,279.67999267578125,276.32000732421875,278.7300109863281,278.29998779296875,3294600.0,278.29998779296875
2017-04-03 00:00:00,299.0,284.5799865722656,286.8999938964844,298.5199890136719,13888600.0,298.5199890136719
2017-04-04 00:00:00,304.80999755859375,294.5299987792969,296.8900146484375,303.70001220703125,10134600.0,303.70001220703125
2017-04-05 00:00:00,304.8800048828125,294.20001220703125,302.0400085449219,295.0,7880900.0,295.0
2017-04-06 00:00:00,301.94000244140625,294.1000061035156,296.8800048828125,298.70001220703125,5520600.0,298.70001220703125
2017-04-07 00:00:00,302.69000244140625,297.1499938964844,297.5,302.5400085449219,4579600.0,302.5400085449219
2017-04-10 00:00:00,313.7300109863281,308.7099914550781,309.1499938964844,312.3900146484375,7664500.0,312.3900146484375
2017-04-11 00:00:00,313.4700012207031,305.5,313.3800048828125,308.7099914550781,5724600.0,308.7099914550781
2017-04-12 00:00:00,308.45001220703125,296.32000732421875,306.3399963378906,296.8399963378906,6050700.0,296.8399963378906
2017-04-13 00:00:00,307.3900146484375,295.29998779296875,296.70001220703125,304.0,9284600.0,304.0
2017-04-17 00:00:00,304.0,298.67999267578125,302.70001220703125,301.44000244140625,4138700.0,301.44000244140625
2017-04-18 00:00:00,300.8399963378906,297.8999938964844,299.70001220703125,300.25,3035700.0,300.25
2017-04-19 00:00:00,306.6199951171875,302.1099853515625,302.4599914550781,305.5199890136719,3898000.0,305.5199890136719
2017-04-20 00:00:00,309.1499938964844,300.2300109863281,306.510009765625,302.510009765625,6149400.0,302.510009765625
2017-04-21 00:00:00,306.3999938964844,300.4200134277344,302.0,305.6000061035156,4509800.0,305.6000061035156
2017-04-24 00:00:00,310.54998779296875,306.0199890136719,309.2200012207031,308.0299987792969,5083500.0,308.0299987792969
2017-04-25 00:00:00,313.9800109863281,305.8599853515625,308.0,313.7900085449219,6737700.0,313.7900085449219
2017-04-26 00:00:00,314.5,309.0,312.3699951171875,310.1700134277344,4695000.0,310.1700134277344
2017-04-27 00:00:00,313.0899963378906,307.5,311.69000244140625,308.6300048828125,3468600.0,308.6300048828125
2017-04-28 00:00:00,314.79998779296875,308.0,309.8299865722656,314.07000732421875,4505500.0,314.07000732421875
2017-05-01 00:00:00,327.25,314.80999755859375,314.8800048828125,322.8299865722656,8829600.0,322.8299865722656
2017-05-02 00:00:00,327.6600036621094,316.55999755859375,324.0,318.8900146484375,5382800.0,318.8900146484375
2017-05-03 00:00:00,321.5299987792969,310.45001220703125,317.6700134277344,311.0199890136719,7133400.0,311.0199890136719
2017-05-04 00:00:00,307.7699890136719,290.760009765625,307.44000244140625,295.4599914550781,14152000.0,295.4599914550781
2017-05-05 00:00:00,308.54998779296875,296.79998779296875,298.0,308.3500061035156,8177300.0,308.3500061035156
2017-05-08 00:00:00,313.7900085449219,305.82000732421875,310.8999938964844,307.19000244140625,7006500.0,307.19000244140625
2017-05-09 00:00:00,321.989990234375,309.1000061035156,309.3800048828125,321.260009765625,9676500.0,321.260009765625
2017-05-10 00:00:00,325.5,318.1199951171875,321.55999755859375,325.2200012207031,5741600.0,325.2200012207031
2017-05-11 00:00:00,326.0,319.6000061035156,323.3999938964844,323.1000061035156,4753800.0,323.1000061035156
2017-05-12 00:00:00,327.0,321.5299987792969,325.4800109863281,324.80999755859375,4121600.0,324.80999755859375
2017-05-15 00:00:00,320.20001220703125,312.5299987792969,318.3800048828125,315.8800048828125,7622000.0,315.8800048828125
2017-05-16 00:00:00,320.05999755859375,315.1400146484375,317.5899963378906,317.010009765625,4152500.0,317.010009765625
2017-05-17 00:00:00,314.6300048828125,305.5,314.3900146484375,306.1099853515625,6711900.0,306.1099853515625
2017-05-18 00:00:00,313.94000244140625,305.30999755859375,307.0,313.05999755859375,5653800.0,313.05999755859375
2017-05-19 00:00:00,316.5,310.20001220703125,315.5,310.8299865722656,4687600.0,310.8299865722656
2017-05-22 00:00:00,314.3699951171875,306.79998779296875,312.79998779296875,310.3500061035156,4329200.0,310.3500061035156
2017-05-23 00:00:00,310.7300109863281,303.4800109863281,310.4599914550781,303.8599853515625,4318400.0,303.8599853515625
2017-05-24 00:00:00,311.0,305.3999938964844,306.510009765625,310.2200012207031,5033300.0,310.2200012207031
2017-05-25 00:00:00,316.9700012207031,307.80999755859375,311.0199890136719,316.8299865722656,5014000.0,316.8299865722656
